Identifiant,Date,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Part prise en charge (%),Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire,Lien vers données parlementaires
2011/6274,2011,MOUZEUIL-SAINT-MARTIN,VENDEE,la construction d'un multi-commerces,546265.00,15000.00,2.75,RETAILLEAU Bruno,Sénat,VENDEE,UMP,http://nossenateurs.fr/RETAILLEAU%20Bruno/xml
2011/6275,2011,MOUZON,CHARENTE,la réfection de la façade de la mairie,15647.50,4000.00,25.56,PINVILLE Martine,Assemblée nationale,CHARENTE,SRC,http://2007.nosdeputes.fr/PINVILLE%20Martine/xml
2011/6276,2011,MOVAL,TERRITOIRE DE BELFORT,des aménagements de sécurité pour les riverains des rues de Courtèlement et des Soies,25441.00,10000.00,39.31,Gouvernement,Réserve ministérielle,#N/A,,
2011/6277,2011,MOY-DE-L'AISNE,AISNE,la mise aux normes de la cuisine du Centre Socio- Culturel,81646.86,8000.00,9.80,GRUNY Pascale,Assemblée nationale,AISNE,UMP,http://2007.nosdeputes.fr/GRUNY%20Pascale/xml
2011/6278,2011,MOYE,HAUTE-SAVOIE,la restauration de la chapelle de Poisu,82796.06,15000.00,18.12,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6279,2011,MOYEN,MEURTHE-ET-MOSELLE,"l'élargissement d'un trottoir, rue de l'Ancienne Poste",11230.00,4000.00,35.62,BOULAUD Didier,Sénat,NIEVRE,SOC,http://nossenateurs.fr/BOULAUD%20Didier/xml
2011/6280,2011,MOYENVIC,MOSELLE,"la réfection de l'éclairage public, rue de Vic",3665.00,1000.00,27.29,MARTY Alain,Assemblée nationale,MOSELLE,UMP,http://2007.nosdeputes.fr/MARTY%20Alain/xml
2011/6281,2011,MOYENVIC,MOSELLE,l'acquisition d'un micro-tracteur,13425.00,3000.00,22.35,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/6282,2011,MOYEUVRE-PETITE,MOSELLE,l'acquisition d'un pare-ballons pour l'aire de jeux située place de la Mairie,2465.00,1232.00,49.98,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV,http://nossenateurs.fr/JARRAUD-VERGNOLLE%20Annie/xml
2011/6283,2011,MOYRAZES,AVEYRON,"l'aménagement des RD 57 et RD 67 en traverse du village dans le cadre de l'opération ""Bourg Centre"" (1ère tranche)",450110.00,5250.00,1.17,MARCEL Marie-Lou,Assemblée nationale,AVEYRON,SRC,http://2007.nosdeputes.fr/MARCEL%20Marie-Lou/xml
2011/6284,2011,MOYVILLERS,OISE,l'acquisition d'un lave-vaisselle et d'un appareil de cuisson pour la salle des associations,4005.00,2000.00,49.94,DEGAUCHY Lucien,Assemblée nationale,OISE,UMP,http://2007.nosdeputes.fr/DEGAUCHY%20Lucien/xml
2011/6285,2011,MOYVILLERS,OISE,l'aménagement de la rue de Lamorlaye,22500.00,11250.00,50.00,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6286,2011,M'TZAMBORO,MAYOTTE,l'aménagement des cimetières de M'tzamboro et de M'tsahara 1,583575.00,75000.00,12.85,Gouvernement,Réserve ministérielle,#N/A,,
2011/6287,2011,MUIDES-SUR-LOIRE,LOIR-ET-CHER,l'aménagement du nouvel atelier communal,17021.84,8510.00,49.99,MARTIN-LALANDE Patrice,Assemblée nationale,LOIR-ET-CHER,UMP,http://2007.nosdeputes.fr/MARTIN-LALANDE%20Patrice/xml
2011/6288,2011,MUIRANCOURT,OISE,la réfection de la peinture de l'école et l'aménagement de la cuisine de la salle polyvalente,11918.98,5958.00,49.99,GONNOT François-Michel,Assemblée nationale,OISE,UMP,http://2007.nosdeputes.fr/GONNOT%20François-Michel/xml
2011/6289,2011,MUIRANCOURT,OISE,l'acquisition d'un tracteur-épareuse,26900.00,5000.00,18.59,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6290,2011,MULCENT,YVELINES,l'acquisition d'une armoire métallique ignifuge,2929.00,1400.00,47.80,PRIMAS Sophie,Assemblée nationale,YVELINES,UMP,http://2007.nosdeputes.fr/PRIMAS%20Sophie/xml
2011/6291,2011,MULHAUSEN,BAS-RHIN,l'aménagement de carrefours situés sur la route départementale n° 326 en traverse de la commune,249747.20,30000.00,12.01,Gouvernement,Réserve ministérielle,#N/A,,
2011/6292,2011,MULSANNE,SARTHE,la restructuration et l'extension du restaurant scolaire de l'école Flora Tristan,857000.00,15000.00,1.75,PAVY-MORANCAIS Béatrice,Assemblée nationale,#N/A,,http://2007.nosdeputes.fr/PAVY-MORANCAIS%20Béatrice/xml
2011/6293,2011,MUNCHHAUSEN,BAS-RHIN,la restructuration des locaux de la mairie,84500.00,12000.00,14.20,REISS Frédéric,Assemblée nationale,BAS-RHIN,UMP,http://2007.nosdeputes.fr/REISS%20Frédéric/xml
2011/6294,2011,MUNSTER,MOSELLE,l'aménagement d'une allée piétonne le long de la RD 39 (3ème tranche),8372.70,4186.00,50.00,MARTY Alain,Assemblée nationale,MOSELLE,UMP,http://2007.nosdeputes.fr/MARTY%20Alain/xml
2011/6295,2011,MUNSTER,MOSELLE,"la reprise de trottoirs, rue Principale",4180.00,1000.00,23.92,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/6296,2011,MUNSTER,MOSELLE,l'acquisition d'un tracteur-tondeuse,2390.00,1195.00,50.00,MASSON Jean-Louis,Sénat,#N/A,,http://nossenateurs.fr/MASSON%20Jean-Louis/xml
2011/6297,2011,MURATO,HAUTE-CORSE,l'aménagement d'une aire de jeux à l'école,16538.00,8269.00,50.00,GANDOLFI-SCHEIT Sauveur,Assemblée nationale,HAUTE-CORSE,UMP,http://2007.nosdeputes.fr/GANDOLFI-SCHEIT%20Sauveur/xml
2011/6298,2011,MURAT-SUR-VEBRE,TARN,la restauration de la toiture de l'église de Boissezon,30224.50,5000.00,16.54,FOLLIOT Philippe,Assemblée nationale,TARN,NC,http://2007.nosdeputes.fr/FOLLIOT%20Philippe/xml
2011/6299,2011,MURBACH,HAUT-RHIN,la réhabilitation de l'ancien presbytère,278149.82,25000.00,8.99,SORDI Michel,Assemblée nationale,HAUT-RHIN,UMP,http://2007.nosdeputes.fr/SORDI%20Michel/xml
2011/6300,2011,MUR-DE-BRETAGNE,COTES-D'ARMOR,la construction d'un pôle de santé pluridisciplinaire,211608.56,15000.00,7.09,LE TEXIER Raymodne,Sénat,#N/A,,http://nossenateurs.fr/LE TEXIER Raymodne/xml
2011/6301,2011,MURET-ET-CROUTTES,AISNE,"l'enfouissement des réseaux électriques, d'éclairage public et téléphoniques, rue Saint-Jean",30205.83,6000.00,19.86,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6302,2011,MUROL,PUY-DE-DOME,la construction d'une maison de santé pluridisciplinaire,786491.30,20000.00,2.54,Gouvernement,Réserve ministérielle,#N/A,,
2011/6303,2011,MUSCOURT,AISNE,"l'installation d'un mât d'éclairage public, rue Lanoue",3450.63,1700.00,49.27,LE TEXIER Raymonde,Sénat,VAL-D'OISE,SOCV,http://nossenateurs.fr/LE TEXIER Raymonde/xml
2011/6304,2011,MUSIGNY,COTE-D'OR,l'extension du cimetière,46517.43,10000.00,21.50,SUGUENOT Alain,Assemblée nationale,COTE-D'OR,UMP,http://2007.nosdeputes.fr/SUGUENOT%20Alain/xml
2011/6305,2011,MUSSEY-SUR-MARNE,HAUTE-MARNE,la réfection du clocher et des toitures de l'église,736760.00,15000.00,2.04,CORNUT-GENTILLE François,Assemblée nationale,HAUTE-MARNE,UMP,http://2007.nosdeputes.fr/CORNUT-GENTILLE%20François/xml
2011/6306,2011,MUSSIDAN,DORDOGNE,la restructuration du groupe scolaire François Collas,1556000.00,5000.00,0.32,BERIT-DEBAT Claude,Sénat,DORDOGNE,SOC,http://nossenateurs.fr/BERIT-DEBAT%20Claude/xml
2011/6307,2011,MUTIGNY,MARNE,la réfection du lavoir,29080.93,5000.00,17.19,OUDIT Mireille,Sénat,MARNE,UMP,http://nossenateurs.fr/OUDIT%20Mireille/xml
2011/6308,2011,MUTTERSHOLTZ,BAS-RHIN,"l'aménagement de la voirie, rue Langert, rue de Hilsenheim et à l'entrée ouest d'Ehnwihr",417753.50,16000.00,3.83,SITTLER Esther,Sénat,BAS-RHIN,UMP,http://nossenateurs.fr/SITTLER%20Esther/xml
2011/6309,2011,MUZILLAC,MORBIHAN,la construction d'une médiathèque,1404682.27,60000.00,4.27,GOULARD François,Assemblée nationale,MORBIHAN,UMP,http://2007.nosdeputes.fr/GOULARD%20François/xml
2011/6310,2011,MUZY,EURE,"l'installation de nouveaux vitraux à l'église Saint-Jean- Baptiste (baies 100, 101, 102, 107, 109 et 200)",33225.94,8000.00,24.08,Gouvernement,Réserve ministérielle,#N/A,,
2011/6311,2011,MUZY,EURE,le renforcement de l'éclairage public au Hameau du Verger,1870.14,900.00,48.12,PONIATOWSKI Ladislas,Sénat,EURE,UMP,http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
2011/6312,2011,NABRINGHEN,PAS-DE-CALAIS,la réfection des voies communales,77051.00,10000.00,12.98,SERGENT Michel,Sénat,PAS-DE-CALAIS,SOCV,http://nossenateurs.fr/SERGENT%20Michel/xml
2011/6313,2011,NADAILLAC-DE-ROUGE,LOT,l'acquisition d'un terrain en vue d'y construire un espace culturel,28528.50,10000.00,35.05,ORLIAC Dominique,Assemblée nationale,LOT,SRC,http://2007.nosdeputes.fr/ORLIAC%20Dominique/xml
2011/6314,2011,NAILLAT,CREUSE,la construction d'un garage communal,143468.42,6000.00,4.18,ASSOULINE David,Sénat,PARIS,SOC,http://nossenateurs.fr/ASSOULINE%20David/xml
2011/6315,2011,NAIZIN,MORBIHAN,l'aménagement des abords du complexe sportif,192000.00,10000.00,5.21,LORGEOUX Gérard,Assemblée nationale,MORBIHAN,UMP,http://2007.nosdeputes.fr/LORGEOUX%20Gérard/xml
2011/6316,2011,NAMPCEL,OISE,la restauration du porche de l'église,10945.00,4000.00,36.55,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6317,2011,NAMPCELLES-LA-COUR,AISNE,"le drainage des eaux pluviales de la parcelle située 1, rue Aurore Hallez",88345.00,20000.00,22.64,BALLIGAND Jean-Pierre,Assemblée nationale,AISNE,SRC,http://2007.nosdeputes.fr/BALLIGAND%20Jean-Pierre/xml
2011/6318,2011,NAMPTEUIL-SOUS-MURET,AISNE,"la pose de glissières de sécurité, rue Saint-Jacques",16963.45,800.00,4.72,LE TEXIER Raymonde,Sénat,VAL-D'OISE,SOCV,http://nossenateurs.fr/LE TEXIER Raymonde/xml
2011/6319,2011,NANCRAY-SUR-RIMARDE,LOIRET,l'aménagement d'un pôle multi-activités dans le bâtiment communal situé Place Claire Grivot,86595.00,10000.00,11.55,DUBOIS Marianne,Assemblée nationale,LOIRET,UMP,http://2007.nosdeputes.fr/DUBOIS%20Marianne/xml
2011/6320,2011,NANCY,MEURTHE-ET-MOSELLE,le réaménagement de la place des Ducs de Bar,125500.00,30000.00,23.90,ROSSO-DEBORD Valérie,Assemblée nationale,MEURTHE-ET-MOSELLE,UMP,http://2007.nosdeputes.fr/ROSSO-DEBORD%20Valérie/xml
2011/6321,2011,NANCY,MEURTHE-ET-MOSELLE,la restructuration et l'extension des offices et des restaurants scolaires des écoles maternelle et primaire Saint-Georges,231205.00,115000.00,49.74,Gouvernement,Réserve ministérielle,#N/A,,
2011/6322,2011,NANCY-SUR-CLUSES,HAUTE-SAVOIE,la réhabilitation du foyer de ski de fond situé à Romme- sur-Cluses,598760.00,10000.00,1.67,SADDIER Martial,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/SADDIER%20Martial/xml
2011/6323,2011,NANDAX,LOIRE,la construction d'une cantine scolaire,153145.45,11013.00,7.19,FOURNIER Bernard,Sénat,LOIRE,UMP,http://nossenateurs.fr/FOURNIER%20Bernard/xml
2011/6324,2011,NANGIS,SEINE-ET-MARNE,"l'installation d'une vidéo-surveillance aux quartiers de ""La Mare aux Curées"", de la Gare routière et de la Cour Emile Zola",212500.00,70000.00,32.94,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP,http://2007.nosdeputes.fr/JACOB%20Christian/xml
2011/6325,2011,NAN-SOUS-THIL,COTE-D'OR,l'acquisition de défibrillateurs cardiaques automatiques et de boîtiers muraux,3704.60,1000.00,26.99,HOUPERT Alain,Sénat,COTE-D'OR,UMP,http://nossenateurs.fr/HOUPERT%20Alain/xml
2011/6326,2011,NANTEUIL-EN-VALLEE,CHARENTE,la restauration de l'église Saint-Jean-Baptiste (1ère tranche),228543.00,9500.00,4.16,LAMBERT Jérôme,Assemblée nationale,CHARENTE,SRC,http://2007.nosdeputes.fr/LAMBERT%20Jérôme/xml
2011/6327,2011,NANTEUIL-LES-MEAUX,SEINE-ET-MARNE,la construction du groupe scolaire Paul Bailly,981563.00,10000.00,1.02,Gouvernement,Réserve ministérielle,#N/A,,
2011/6328,2011,NANTEUIL-LES-MEAUX,SEINE-ET-MARNE,la construction d'un restaurant scolaire,688167.00,10000.00,1.45,Gouvernement,Réserve ministérielle,#N/A,,
2011/6329,2011,NANTEUIL-SUR-MARNE,SEINE-ET-MARNE,"l'enfouissement des réseaux, place Lafayette",38583.50,19000.00,49.24,BRICQ Nicole,Sénat,SEINE-ET-MARNE,SOC,http://nossenateurs.fr/BRICQ%20Nicole/xml
2011/6330,2011,NANTUA,AIN,l'acquisition d'un défibrillateur cardiaque automatique avec boîtier mural,1881.89,940.00,49.95,GOY-CHAVENT Sylvie,Sénat,AIN,UDI,http://nossenateurs.fr/GOY-CHAVENT%20Sylvie/xml
2011/6331,2011,NARBEFONTAINE,MOSELLE,la réfection de la rue des Fermes,273575.00,10000.00,3.66,Gouvernement,Réserve ministérielle,#N/A,,
2011/6332,2011,NARBONNE,AUDE,"le réaménagement de l'entrée, la création de bureaux et la réfection des façades, à l'école Voltaire",150000.00,45000.00,30.00,BASCOU Jacques,Assemblée nationale,AUDE,SRC,http://2007.nosdeputes.fr/BASCOU%20Jacques/xml
2011/6333,2011,NARBONNE,AUDE,la réfection de la terrasse des jardins du musée,370000.00,5000.00,1.35,BASCOU Jacques,Assemblée nationale,AUDE,SRC,http://2007.nosdeputes.fr/BASCOU%20Jacques/xml
2011/6334,2011,NARCASTET,PYRENEES-ATLANTIQUES,la rénovation de l'école primaire,128646.00,8000.00,6.22,LIGNIERES-CASSOU Martine,Assemblée nationale,PYRENEES-ATLANTIQUES,SRC,http://2007.nosdeputes.fr/LIGNIERES-CASSOU%20Martine/xml
2011/6335,2011,NASBINALS,LOZERE,la mise en sécurité du pont de l'école Saint-Joseph,13640.00,4500.00,32.99,MOREL-A-L'HUISSIER Pierr,Assemblée nationale,#N/A,,http://2007.nosdeputes.fr/MOREL-A-L'HUISSIER%20Pierr/xml
2011/6336,2011,NASBINALS,LOZERE,l'aménagement du secteur est du village de Montgros,216326.37,21633.00,10.00,BLANC Jacques,Sénat,LOZERE,UMP,http://nossenateurs.fr/BLANC%20Jacques/xml
2011/6337,2011,NAUCELLES,CANTAL,l'aménagement et la mise aux normes de la cuisine de la salle polyvalente,39780.00,11000.00,27.65,MEZARD Jacques,Sénat,CANTAL,RDSE,http://nossenateurs.fr/MEZARD%20Jacques/xml
2011/6338,2011,NAUJAC-SUR-MER,GIRONDE,la réfection du club-house commun au pelotari Médoc club et au tennis club,24641.53,2300.00,9.33,GOT Pascale,Assemblée nationale,GIRONDE,SRC,http://2007.nosdeputes.fr/GOT%20Pascale/xml
2011/6339,2011,NAUJAN-ET-POSTIAC,GIRONDE,l'aménagement des abords de la salle multisports,45485.00,9097.00,20.00,GARRAUD Jean-Paul,Assemblée nationale,GIRONDE,UMP,http://2007.nosdeputes.fr/GARRAUD%20Jean-Paul/xml
2011/6340,2011,NAVENNE,HAUTE-SAONE,l'aménagement de la rue du Général de Gaulle et de la place de la Mairie,272379.16,10000.00,3.67,KRATTINGER Yves,Sénat,HAUTE-SAONE,SOC,http://nossenateurs.fr/KRATTINGER%20Yves/xml
2011/6341,2011,NAVES,ALLIER,la réhabilitation de la salle polyvalente,160010.00,4000.00,2.50,MALLOT Jean,Assemblée nationale,ALLIER,SRC,http://2007.nosdeputes.fr/MALLOT%20Jean/xml
2011/6342,2011,NAY,PYRENEES-ATLANTIQUES,l'aménagement d'une protection contre les volatiles et l'installation d'une sonorisation à l'église Saint-Vincent,14888.07,6000.00,40.30,BAYROU François,Assemblée nationale,PYRENEES-ATLANTIQUES,NI,http://2007.nosdeputes.fr/BAYROU%20François/xml
2011/6343,2011,NAZELLES-NEGRON,INDRE-ET-LOIRE,l'aménagement du centre bourg (1ère tranche),651440.30,35000.00,5.37,GREFF Claude,Assemblée nationale,INDRE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/GREFF%20Claude/xml
2011/6344,2011,NEAC,GIRONDE,"l'acquisition d'un standard téléphonique, d'une structure de jeux, d'un véhicule de type Dacia, d'un tracteur et d'une épareuse",56218.00,10000.00,17.79,GARRAUD Jean-Paul,Assemblée nationale,GIRONDE,UMP,http://2007.nosdeputes.fr/GARRAUD%20Jean-Paul/xml
2011/6345,2011,NEAC,GIRONDE,"l'aménagement de sanitaires à l'école, la réfection de la toiture du préau (3ème tranche) et le remplacement des menuiseries des vestiaires de football et de la cantine scolaire (2ème tranche)",37139.45,3700.00,9.96,CESAR Gérard,Sénat,GIRONDE,UMP,http://nossenateurs.fr/CESAR%20Gérard/xml
2011/6346,2011,NEAUFLES-SAINT-MARTIN,EURE,l'aménagement d'un parcours sportif dans le parc du Marais,14258.30,7000.00,49.09,BOURDIN Joël,Sénat,EURE,UMP,http://nossenateurs.fr/BOURDIN%20Joël/xml
2011/6347,2011,NEAUPHE-SOUS-ESSAI,ORNE,"l'aménagement d'allées piétonnes, d'un terrain de pétanque et de jeux",21413.05,5000.00,23.35,LAMBERT Alain,Assemblée nationale,VAL-DE-MARNE,UMP,http://2007.nosdeputes.fr/LAMBERT%20Alain/xml
2011/6348,2011,NEBOUZAT,PUY-DE-DOME,l'acquisition d'un défibrillateur cardiaque semi- automatique et d'une armoire externe,2198.00,110.00,5.00,GISCARD d'ESTAING Louis,Assemblée nationale,PUY-DE-DOME,UMP,http://2007.nosdeputes.fr/GISCARD d'ESTAING Louis/xml
2011/6349,2011,NEDON,PAS-DE-CALAIS,"la restauration des vitraux, des fenestrages et des contre-forts extérieurs de l'église",96147.40,5000.00,5.20,Gouvernement,Réserve ministérielle,#N/A,,
2011/6350,2011,NEGREPELISSE,TARN-ET-GARONNE,l'acquisition de végétaux dans le cadre de l'aménagement d'un parc sportif paysager sur le site de Lauzel,4156.57,2078.00,49.99,COLLIN Yvon,Sénat,TARN-ET-GARONNE,RDSE,http://nossenateurs.fr/COLLIN%20Yvon/xml
2011/6351,2011,NEHOU,MANCHE,l'aménagement du parking de l'école,102843.00,6000.00,5.83,GATIGNOL Claude,Assemblée nationale,MANCHE,UMP,http://2007.nosdeputes.fr/GATIGNOL%20Claude/xml
2011/6352,2011,NELLING,MOSELLE,la construction du pont de la route du Petit Rohrbach,9888.80,3000.00,30.34,MASSERET Jean-Pierre,Sénat,MOSELLE,SOCV,http://nossenateurs.fr/MASSERET%20Jean-Pierre/xml
2011/6353,2011,NEONS-SUR-CREUSE,INDRE,"le remplacement des menuiseries extérieures des logements communaux situés 14 et 16, place des Marronniers",10709.20,5000.00,46.69,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/6354,2011,NEOULES,VAR,la construction d'une Mairie d'Honneur et l'aménagement des abords,470000.00,15000.00,3.19,SUEUR Jean-Pierre,Sénat,LOIRET,SOC,http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
2011/6355,2011,NEOUX,CREUSE,la réfection des locaux scolaires et l'acquisition de nouveaux matériels,42367.82,21000.00,49.57,Gouvernement,Réserve ministérielle,#N/A,,
2011/6356,2011,NERAC,LOT-ET-GARONNE,la construction et l'équipement d'un centre aquatique couvert,4017951.00,40000.00,1.00,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC,http://2007.nosdeputes.fr/CAHUZAC%20Jérôme/xml
2011/6357,2011,NERET,INDRE,la réfection des façades de la mairie et du logement communal,35161.91,7000.00,19.91,FORISSIER Nicolas,Assemblée nationale,INDRE,UMP,http://2007.nosdeputes.fr/FORISSIER%20Nicolas/xml
2011/6358,2011,NERET,INDRE,l'aménagement paysager du bourg,17779.54,400.00,2.25,PINTON Louis,Sénat,INDRE,UMP,http://nossenateurs.fr/PINTON%20Louis/xml
2011/6359,2011,NERIGEAN,GIRONDE,le remplacement des huisseries de l'école (programme 2011),25628.50,6000.00,23.41,CARTRON Françoise,Sénat,GIRONDE,SOC,http://nossenateurs.fr/CARTRON%20Françoise/xml
2011/6360,2011,NERS,GARD,la mise en sécurité des abords de l'école,39960.00,5000.00,12.51,ROUSTAN Max,Assemblée nationale,GARD,UMP,http://2007.nosdeputes.fr/ROUSTAN%20Max/xml
2011/6361,2011,NERS,GARD,l'équipement mobilier de la future école,11698.91,4000.00,34.19,FOURNIER Jean-Paul,Sénat,GARD,UMP,http://nossenateurs.fr/FOURNIER%20Jean-Paul/xml
2011/6362,2011,NERY,OISE,la réfection du monument aux morts au cimetière,11612.50,5000.00,43.06,DEGAUCHY Lucien,Assemblée nationale,OISE,UMP,http://2007.nosdeputes.fr/DEGAUCHY%20Lucien/xml
2011/6363,2011,NESLE-HODENG,SEINE-MARITIME,l'équipement matériel de la cantine scolaire et de la salle communale,31956.30,10000.00,31.29,ASSOULINE David,Sénat,PARIS,SOC,http://nossenateurs.fr/ASSOULINE%20David/xml
2011/6364,2011,NESLE-HODENG,SEINE-MARITIME,la réfection du pont du Moulin d'Hodeng,88460.00,5000.00,5.65,MORIN-DESAILLY Catherine,Sénat,SEINE-MARITIME,UDI,http://nossenateurs.fr/MORIN-DESAILLY%20Catherine/xml
2011/6365,2011,NESLE-L'HOPITAL,SOMME,"la modernisation et la mise aux normes de la salle communale, l'aménagement de ses abords et l'acquisition d'un lave-vaisselle",13319.50,2500.00,18.77,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6366,2011,NESLES-LA-VALLEE,VAL-D'OISE,l'extension de la cantine scolaire,296140.00,81000.00,27.35,PORTELLI Hugues,Sénat,VAL-D'OISE,UMP,http://nossenateurs.fr/PORTELLI%20Hugues/xml
2011/6367,2011,NESMY,VENDEE,l'aménagement de la rue de Lattre de Tassigny,260000.00,15000.00,5.77,CAILLAUD Dominique,Assemblée nationale,VENDEE,UMP,http://2007.nosdeputes.fr/CAILLAUD%20Dominique/xml
2011/6368,2011,NEUF-BRISACH,HAUT-RHIN,le réaménagement de la mairie,297500.00,15000.00,5.04,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/6369,2011,NEUFCHELLES,OISE,l'acquisition d'un microtracteur KUBOTA STV 32,20500.00,10000.00,48.78,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6370,2011,NEUFGRANGE,MOSELLE,"le réaménagement des allées perpendiculaires du cimetière, côté droit",32879.50,5000.00,15.21,MARC François,Sénat,FINISTERE,SOC,http://nossenateurs.fr/MARC%20François/xml
2011/6371,2011,NEUFMAISONS,MEURTHE-ET-MOSELLE,"l'enfouissement des réseaux, rues du Maquis de Viombois, de Paris, de Bruxelles et de l'Eglise",134450.21,6000.00,4.46,PANIS Jacqueline,Sénat,MEURTHE-ET-MOSELLE,UMP,http://nossenateurs.fr/PANIS%20Jacqueline/xml
2011/6372,2011,NEUFMOUTIERS-EN-BRIE,SEINE-ET-MARNE,aménagements d'accès au haut débit Internet par fibre optique,562600.00,75000.00,13.33,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP,http://2007.nosdeputes.fr/JACOB%20Christian/xml
2011/6373,2011,NEUFVILLAGE,MOSELLE,la construction d'un atelier municipal et la mise en place d'une chaudière,70360.63,4500.00,6.40,MARTY Alain,Assemblée nationale,MOSELLE,UMP,http://2007.nosdeputes.fr/MARTY%20Alain/xml
2011/6374,2011,NEUILLE,MAINE-ET-LOIRE,l'aménagement de la traversée du bourg,537435.00,15000.00,2.79,TAUGOURDEAU Jean-Charles,Assemblée nationale,MAINE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/TAUGOURDEAU%20Jean-Charles/xml
